Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"geheelGerijpt";"Ja";"Nee";"Gerijpt, stevig, kan niet meer tussen de vingers geperst worden."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"geheelGerijptZeerStevig";"Ja";"Nee";"Zeer stevig, kan met duimnagel ingedrukt worden."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"geheelGerijptHard";"Ja";"Nee";"Hard, kan met mes nog worden gesneden."
"Rijpingsklasse";"urn:bro:sfr:RipeningClass";"geheelGerijptZeerHard";"Ja";"Nee";"Zeer hard, kan met mes niet meer worden gesneden."
"Ruwheid";"urn:bro:sfr:Roughness";"glad";"Ja";"Nee";"De oppervlakte van een gebroken aggregaat is glad."
"Ruwheid";"urn:bro:sfr:Roughness";"ruw";"Ja";"Nee";"De oppervlakte van een gebroken aggregaat is ruw."
"Schelpmateriaalgehalteklasse";"urn:bro:sfr:ShellMatterContentClass";"zwakSchelphoudend";"Ja";"Nee";"Zwak schelphoudend, schelpen maken tussen de 0 en 1 procent van de massa uit."
"Schelpmateriaalgehalteklasse";"urn:bro:sfr:ShellMatterContentClass";"schelphoudend";"Ja";"Nee";"Schelphoudend, schelpen maken tussen de 1 en 10 procent van de massa uit."
"Schelpmateriaalgehalteklasse";"urn:bro:sfr:ShellMatterContentClass";"sterkSchelphoudend";"Ja";"Nee";"Sterk schelphoudend, schelpen maken tussen de 10 en 30 procent van de massa uit."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"einddoel";"Ja";"Nee";"De beoogde einddiepte is bereikt. "
"Stopcriterium";"urn:bro:sfr:StopCriterion";"obstakelGrindStenen";"Ja";"Nee";"Het graven is voortijdig gestopt omdat op grind, zeer grove grond of stenen is gestuit."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"obstakelIJzervloer";"Ja";"Nee";"Het graven is voortijdig gestopt omdat op een ijzervloer is gestuit."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"obstakelPuin";"Ja";"Nee";"Het graven is voortijdig gestopt omdat op puin is gestuit."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"obstakelVastGesteente";"Ja";"Nee";"Het graven is voortijdig gestopt omdat het vast gesteente is bereikt."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"verstoring";"Ja";"Nee";"Voortijdig gestopt omdat er bij de graafwerkzaamheden een probleem is opgetreden, materieel of procesmatig."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"risicoGrondwaterdruk";"Ja";"Nee";"Het graven is voortijdig gestopt omdat de grondwaterdruk te hoog is om veilig verder te kunnen graven."
"Stopcriterium";"urn:bro:sfr:StopCriterion";"risico";"Ja";"Nee";"Het graven is voortijdig gestopt omdat er niet veilig verder gegraven kan worden vanwege een niet nader omschreven risico."
"Strooiselsoort";"urn:bro:sfr:LitterType";"loofstrooisel";"Ja";"Nee";"Resten van voornamelijk bovengrondse plantedelen in loofbos en gemengd bos met meer loofbomen dan naaldbomen. "
"Strooiselsoort";"urn:bro:sfr:LitterType";"naaldstrooisel";"Ja";"Nee";"Resten van voornamelijk bovengrondse plantedelen in naaldbos en gemengd bos met meer naaldbomen dan loofbomen."
"Structuurtype";"urn:bro:sfr:StructureType";"aggregaatZwak";"Ja";"Nee";"De grond vertoont geen gelaagdheid en heeft een zwak ontwikkelde aggregaatstructuur: aggregaten maken minder dan 30 procent van het grondvolume uit. De aggregaten tonen zich alleen wanneer de grond wordt opengebroken. "
"Structuurtype";"urn:bro:sfr:StructureType";"aggregaatMatig";"Ja";"Nee";"De grond vertoont geen gelaagdheid en heeft een matig ontwikkelde aggregaatstructuur: aggregaten maken voor 30 tot 70 procent van het grondvolume uit. De aggregaten tonen zich wanneer de grond wordt opengebroken of gedeltelijk wordt losgestoken."
"Structuurtype";"urn:bro:sfr:StructureType";"aggregaatSterk";"Ja";"Nee";"De grond vertoont geen gelaagdheid en heeft een zwak ontwikkelde aggregaatstructuur: aggregaten maken meer dan 70 procent van het grondvolume uit. De aggregaten tonen zich wanneer de grond wordt losgestoken."
"Structuurtype";"urn:bro:sfr:StructureType";"enkelkorrel";"Ja";"Nee";"De grond bestaat uit korrels en vertoont geen gelaagdheid. "
"Structuurtype";"urn:bro:sfr:StructureType";"gangenstructuur";"Ja";"Nee";"De grond vertoont geen gelaagdheid, maar een gatenstructuur; de gaten (poriën)verlopen verticaal en zijn onderling niet of zelden verbonden. "
"Structuurtype";"urn:bro:sfr:StructureType";"massief";"Ja";"Nee";"De grond vertoont geen gelaagdheid, aggregaten of gaten (poriën). "
"Structuurtype";"urn:bro:sfr:StructureType";"sedimentairGelaagdWeinigVerstoord";"Ja";"Nee";"De grond vertoont gelaagdheid en de gelaagdheid is voor minder dan 10 procent verstoord. "
"Structuurtype";"urn:bro:sfr:StructureType";"sedimentairGelaagdMatigVerstoord";"Ja";"Nee";"De grond vertoont gelaagdheid en de gelaagdheid is voor 10 tot 70 procent verstoord. "
"Structuurtype";"urn:bro:sfr:StructureType";"sedimentairGelaagdSterkVerstoord";"Ja";"Nee";"De grond vertoont gelaagdheid en de gelaagdheid is voor meer dan 70 procent verstoord."
"Structuurtype";"urn:bro:sfr:StructureType";"sponsstructuur";"Ja";"Nee";"De grond vertoont geen gelaagdheid, maar een gatenstructuur; de gaten (poriën) lopen in alle richtingen en zijn onderling verbonden. "
"Textuurklasse";"urn:bro:sfr:TextureClass";"kleiLicht";"Ja";"Nee";"Lichte klei, lutumgehalte vanaf 25% tot 35% (code "31", kleitextuur). Van toepassing bij kleigronden, moerige gronden op zavel of klei en bij niet-gerijpte minerale gronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"kleiMatigZwaar";"Ja";"Nee";"Matig zware klei, lutumgehalte vanaf 35% tot 50% (code "32", kleitextuur). Van toepassing bij kleigronden, moerige gronden op zavel of klei en bij niet-gerijpte minerale gronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"kleiZeerZwaar";"Ja";"Nee";"Zeer zware klei, lutumgehalte =&amp;gt; 50% (code "33", kleitextuur). Van toepassing bij kleigronden, moerige gronden op zavel of klei en bij niet-gerijpte minerale gronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"leemSiltig";"Ja";"Nee";"Siltige leem, leemgehalte (lutumgehalte + siltgehalte) =&amp;gt; 85% (code "82"). Van toepassing bij leemgronden en bij brikgronden waar de toplaag leem is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"leemZandig";"Ja";"Nee";"Zandige leem, leemgehalte (lutumgehalte + siltgehalte) vanaf 50% tot 85% (code "81"). Van toepassing bij leemgronden en bij brikgronden waar de toplaag leem is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"siltKleiarm";"Ja";"Nee";"Kleiarm silt, lutumgehalte &amp;lt; 5% en leemgehalte (lutumgehalte + siltgehalte) =&amp;gt; 50% (code "13", lutumgehalteklasse). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"siltKleiig";"Ja";"Nee";"Kleiig silt, lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) =&amp;gt; 50% (code "14", lutumgehalteklasse). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiarmMatigFijn";"Ja";"Nee";"Kleiarm matig fijn zand, lutumgehalte &amp;lt; 5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 150 tot 210 µm (code "4311", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiarmMatigGrof";"Ja";"Nee";"Kleiarm matig grof zand, lutumgehalte &amp;lt; 5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 210 tot 420 µm (code "5111", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiarmUiterstFijn";"Ja";"Nee";"Kleiarm uiterst fijn zand, lutumgehalte &amp;lt; 5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 50 tot 105 µm (code "4111", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiarmZeerFijn";"Ja";"Nee";"Kleiarm zeer fijn zand, lutumgehalte &amp;lt; 5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 105 tot 150 µm (code "4211", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiarmZeerGrof";"Ja";"Nee";"Kleiarm zeer grof zand, lutumgehalte &amp;lt; 5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 420 tot 2000 µm (code "5211", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiigMatigFijn";"Ja";"Nee";"Kleiig matig fijn zand, lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 150 tot 210 µm (code "4312", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiigMatigGrof";"Ja";"Nee";"Kleiig matig grof zand, lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 210 tot 420 µm (code "5112", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiigUiterstFijn";"Ja";"Nee";"Kleiig uiterst fijn zand, lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 50 tot 105 µm (code "4112", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiigZeerFijn";"Ja";"Nee";"Kleiig zeer fijn zand, lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 105 tot 150 µm (code "4212", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandKleiigZeerGrof";"Ja";"Nee";"Kleiig zeer grof zand, lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50% en zandmediaan vanaf 420 tot 2000 µm (code "5212", zandmediaanklasse + kleitextuur). Van toepassing bij kalkhoudende zandgronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandLeemarmMatigFijn";"Ja";"Nee";"Leemarm matig fijn zand, leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 10% en zandmediaan vanaf 150 tot 210 µm (code "431", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandLeemarmMatigGrof";"Ja";"Nee";"Leemarm matig grof zand, leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 10% en zandmediaan vanaf 210 tot 420 µm (code "511", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandLeemarmUiterstFijn";"Ja";"Nee";"Leemarm uiterst fijn zand, leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 10% en zandmediaan vanaf 50 tot 105 µm (code "411", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandLeemarmZeerFijn";"Ja";"Nee";"Leemarm zeer fijn zand, leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 10% en zandmediaan vanaf 105 tot 150 µm ( code "421", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandLeemarmZeerGrof";"Ja";"Nee";"Leemarm zeer grof zand, leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 10% en zandmediaan vanaf 420 tot 2000 µm ( code "521", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandSterkLemigMatigFijn";"Ja";"Nee";"Sterk lemig matig fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 17,5% tot 32,5% en zandmediaan vanaf 150 tot 210 µm (code "433", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandSterkLemigMatigGrof";"Ja";"Nee";"Sterk lemig matig grof zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 17,5% tot 32,5% en zandmediaan vanaf 210 tot 420 µm (code "513", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandSterkLemigUiterstFijn";"Ja";"Nee";"Sterk lemig uiterst fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 17,5% tot 32,5% en zandmediaan vanaf 50 tot 105 µm (code "413", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandSterkLemigZeerFijn";"Ja";"Nee";"Sterk lemig zeer fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 17,5% tot 32,5% en zandmediaan vanaf 105 tot 150 µm (code "423", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandSterkLemigZeerGrof";"Ja";"Nee";"Sterk lemig zeer grof zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 17,5% tot 32,5% en zandmediaan vanaf 420 tot 2000 µm (code "523", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZeerSterkLemigMatigFijn";"Ja";"Nee";"Zeer sterk lemig matig fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 32,5% tot 50% en zandmediaan vanaf 150 tot 210 µm (code "434", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZeerSterkLemigMatigGrof";"Ja";"Nee";"Zeer sterk lemig matig grof zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 32,5% tot 50% en zandmediaan vanaf 210 tot 420 µm (code "514", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZeerSterkLemigUiterstFijn";"Ja";"Nee";"Zeer sterk lemig uiterst fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 32,5% tot 50% en zandmediaan vanaf 50 tot 105 µm (code "414", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZeerSterkLemigZeerFijn";"Ja";"Nee";"Zeer sterk lemig zeer fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 32,5% tot 50% en zandmediaan vanaf 105 tot 150 µm (code "424", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZeerSterkLemigZeerGrof";"Ja";"Nee";"Zeer sterk lemig zeer grof zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 32,5% tot 50% en zandmediaan vanaf 420 tot 2000 µm (code "524", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZwakLemigMatigFijn";"Ja";"Nee";"Zwak lemig matig fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 10% tot 17,5% en zandmediaan vanaf 150 tot 210 µm (code "432", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZwakLemigMatigGrof";"Ja";"Nee";"Zwak lemig matig grof zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 10% tot 17,5% en zandmediaan vanaf 210 tot 420 µm (code "512", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZwakLemigUiterstFijn";"Ja";"Nee";"Zwak lemig uiterst fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 10% tot 17,5% en zandmediaan vanaf 50 tot 105 µm (code "412", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZwakLemigZeerFijn";"Ja";"Nee";"Zwak lemig zeer fijn zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 10% tot 17,5% en zandmediaan vanaf 105 tot 150 µm (code "422", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zandZwakLemigZeerGrof";"Ja";"Nee";"Zwak lemig zeer grof zand, leemgehalte (lutumgehalte + siltgehalte) vanaf 10% tot 17,5% en zandmediaan vanaf 420 tot 2000 µm (code "522", zandmediaanklasse + leemgehalteklasse). Van toepassing bij moerige gronden op zand, podzolgronden, kalkloze zandgronden en bij brikgronden waar de toplaag lemig zand is."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zavelMatigLicht";"Ja";"Nee";"Matig lichte zavel, lutumgehalte vanaf 12% tot 17,5% (code "22", kleitextuur). Van toepassing bij kleigronden, moerige gronden op zavel of klei en bij niet-gerijpte minerale gronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zavelZeerLicht";"Ja";"Nee";"Zeer lichte zavel, lutumgehalte vanaf 8% tot 12% (code "21", kleitextuur). Van toepassing bij kleigronden, moerige gronden op zavel of klei en bij niet-gerijpte minerale gronden."
"Textuurklasse";"urn:bro:sfr:TextureClass";"zavelZwaar";"Ja";"Nee";"Zware zavel, lutumgehalte vanaf 17,5% tot 25% (code "23", kleitextuur). Van toepassing bij kleigronden, moerige gronden op zavel of klei en bij niet-gerijpte minerale gronden."
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"afgraving";"Ja";"Nee";"De bodem is ontsloten doordat er grond was weggegraven voor de start van het onderzoek en voor een ander doel."
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"bouwput";"Ja";"Nee";"De bodem is ontsloten doordat er grond was uitgegraven ten behoeve van bouwwerkzaamheden."
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"groeve";"Ja";"Nee";"De bodem is ontsloten doordat er een groeve was gemaakt om delfstoffen te winnen."
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"profielkuil";"Ja";"Nee";"De bodem is ontsloten doordat er ten behoeve van het doen van wandonderzoek een kuil is gegraven."
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"sleuf";"Ja";"Nee";"De bodem is ontsloten doordat de grond over een aanzienlijke lengte is weggehaald, bijvoorbeeld ten behoeve van de aanleg van kabels en leidingen."
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"slootwand";"Ja";"Nee";"De bodem is ontsloten in de wand van een sloot. "
"TypeOntsluiting";"urn:bro:sfr:OutcropType";"weginsijding";"Ja";"Nee";"De bodem is ontsloten in de kant van een weg."
"Vakgebied";"urn:bro:sfr:Discipline";"bodemkunde";"Ja";"Nee";"Wandonderzoek uitgevoerd vanuit bodemkundige expertise."
"Veenklasse";"urn:bro:sfr:PeatClass";"bosveen";"Ja";"Nee";"Bosveen of eutroof broekveen (code "b")."
"Veenklasse";"urn:bro:sfr:PeatClass";"onherkenbaar";"Ja";"Nee";"Bagger, verslagen veen, gyttja of andere veensoorten (code "d")."
"Veenklasse";"urn:bro:sfr:PeatClass";"rietveen";"Ja";"Nee";"Rietveen of zeggerietveen (code "r")."
"Veenklasse";"urn:bro:sfr:PeatClass";"veenmosveen";"Ja";"Nee";"Veenmosveen (code "s")."
"Veenklasse";"urn:bro:sfr:PeatClass";"zeggeveen";"Ja";"Nee";"Zeggeveen, rietzeggeveen of mesotroof broekveen (code "c")."
"Veensoort";"urn:bro:sfr:PeatType";"bagger";"Ja";"Nee";"Mengsel van gedeeltelijk vergane, van organismen overgebleven stoffen en oeverafslag, dat als een slappe laag de bodem van stilstaande of langzaam stromende wateren bedekt."
"Veensoort";"urn:bro:sfr:PeatType";"bolster";"Ja";"Nee";"Zwak gehumificeerd jongveenmos-veen. De net afgestorven veenmosplantjes hebben een vuilwitte kleur."
"Veensoort";"urn:bro:sfr:PeatType";"bosveen";"Ja";"Nee";"Veen bestaande uit een matrix die weinig samenhang vertoont met daarin resten van hout die typisch millimeters tot decimeters groot zijn. Dit type veen kan een relatief grote minerale component hebben.Veen bestaande uit een matrix die weinig samenhang vertoont met daarin resten van hout die typisch millimeters tot decimeters groot zijn. Dit type veen kan een relatief grote minerale component hebben."
"Veensoort";"urn:bro:sfr:PeatType";"broekveenEutroof";"Ja";"Nee";"Veen gevormd in broekbossen in een voedselrijk milieu. Meestal bestaande uit zegge, hout (els, wilg) en soms wat riet."
"Veensoort";"urn:bro:sfr:PeatType";"broekveenMesotroof";"Ja";"Nee";"Veen gevormd in broekbossen in een matig voedselrijk milieu. Meestal bestaande uit zegge, hout (els, wilg) en soms wat riet."
"Veensoort";"urn:bro:sfr:PeatType";"gliede";"Ja";"Nee";"Zwarte vervloeide humus die wordt aangetroffen in humeuze inspoelingshorizonten aan de basis van veenpakketten."
"Veensoort";"urn:bro:sfr:PeatType";"gyttja";"Ja";"Nee";"Modderige humusvorm, afgezet op de bodem van voedselrijke wateren, bestaande uit micro-organismen, plantenresten en de resten van excrementen van waterdieren."
"Veensoort";"urn:bro:sfr:PeatType";"heideveen";"Ja";"Nee";"Veen bestaande uit een samenhangende matrix van fijn vezelig materiaal met daarin veel als zodanig herkenbare resten van worteltjes en takjes van heide. Dit type veen is gewoonlijk mineraalarm."
"Veensoort";"urn:bro:sfr:PeatType";"rietveen";"Ja";"Nee";"Veen voornamelijk bestaande uit resten van riet. Dit type veen kan een relatief grote minerale component hebben."
"Veensoort";"urn:bro:sfr:PeatType";"rietzeggeveen";"Ja";"Nee";"Veen voornamelijk bestaande uit een combinatie van resten van zegge en een kleinere hoeveelheid riet."
"Veensoort";"urn:bro:sfr:PeatType";"spalterveen";"Ja";"Nee";"Gelaagd mosveen."
"Veensoort";"urn:bro:sfr:PeatType";"veenmosveen";"Ja";"Nee";"Veen bestaande uit resten van veenmos, veelal met een zeer hoog organischestofgehalte."
"Veensoort";"urn:bro:sfr:PeatType";"verslagen";"Ja";"Nee";"Afgeslagen veen dat elders is gesedimenteerd op veelal meerbodems."
"Veensoort";"urn:bro:sfr:PeatType";"verweerdKleirijk";"Ja";"Nee";"Sterk amorf veen dat totaal gehumificeerd is onder invloed van oxidatie en rijk is aan klei."
"Veensoort";"urn:bro:sfr:PeatType";"verweerdMineraalarm";"Ja";"Nee";"Sterk amorf veen dat totaal gehumificeerd is onder invloed van oxidatie en weinig minerale delen bevat."
"Veensoort";"urn:bro:sfr:PeatType";"verweerdZandrijk";"Ja";"Nee";"Sterk amorf veen dat totaal gehumificeerd is onder invloed van oxidatie en rijk is aan zand."
"Veensoort";"urn:bro:sfr:PeatType";"wollegrasveen";"Ja";"Nee";"Veen, voornamemelijk bestaande uit resten van wollegras. Dit type veen is gewoonlijk mineraalarm"
"Veensoort";"urn:bro:sfr:PeatType";"zeggerietveen";"Ja";"Nee";"Veen voornamelijk bestaande uit een combinatie van resten van riet en een kleinere hoeveelheid zegge."
"Veensoort";"urn:bro:sfr:PeatType";"zeggeveen";"Ja";"Nee";"Veen voornamelijk bestaande uit zegge. Dit type veen kan een geringe minerale component hebben."
"Veensoort";"urn:bro:sfr:PeatType";"nietGespecificeerd";"Ja";"Nee";"Het soort veen is onderzocht maar niet nader gespecificeerd. Het gaat om een soort veen die niet in de classificate is opgenomen, zoals  scheuchzeriaveen."
"Vegetatietype";"urn:bro:sfr:VegetationType";"afwezig";"Ja";"Nee";"Er is geen spontane vegetatie in het bos aanwezig. In de classificatie van Bannink et al. heeft het de code 0."
"Vegetatietype";"urn:bro:sfr:VegetationType";"donkerBosKantmosKlauwtjesmos";"Ja";"Nee";"Donkere bossen met vegetatie in gezelschap van Kantmos en Klauwtjesmos. In de classificatie van Bannink et al. heeft het de code I."
"Vegetatietype";"urn:bro:sfr:VegetationType";"donkerBosKronkelsteeltjeGewoonSterremos";"Ja";"Nee";"Donkere bossen met vegetatie in gezelschap van Kronkelsteeltje en Gewoon sterremos. In de classificatie van Bannink et al. heeft het de code II."
"Vegetatietype";"urn:bro:sfr:VegetationType";"donkerBosKronkelsteeltjeWildeLijsterbesKnikkendWilgeroosje";"Ja";"Nee";"Donkere bossen met vegetatie in gezelschap van Kronkelsteeltje, Wilde lijsterbes en Knikkend wilgeroosje. In de classificatie van Bannink et al. heeft het de code III."
"Vegetatietype";"urn:bro:sfr:VegetationType";"donkerBosStekelvarenLiggendWalstro";"Ja";"Nee";"Donkere bossen met vegetatie in gezelschap van Stekelvaren en Liggend walstro. In de classificatie van Bannink et al. heeft het de code IV."
"Vegetatietype";"urn:bro:sfr:VegetationType";"donkerBosWildeKamperfoelieStekelvarenDrienerfmuur";"Ja";"Nee";"Donkere bossen met vegetatie in gezelschap van Wilde kamperfoelie, Stekelvaren en Drienerfmuur. In de classificatie van Bannink et al. heeft het de code V."
"Vegetatietype";"urn:bro:sfr:VegetationType";"donkerBosRankendeHelmbloemWitteKlaverzuringStekelvarenBraam";"Ja";"Nee";"Donkere bossen met vegetatie in gezelschap van Rankende helmbloem, Witte klaverzuring, Stekelvaren en Braam. In de classificatie van Bannink et al. heeft het de code VI."
